UniqueKey,year,category_id,category,subcategory_id,subcategory,project_id,project,amount
232,2011,8,政策,8.2,総務,project_232,企画費,31076
233,2011,8,政策,8.2,総務,project_233,企画費,0
234,2011,8,政策,8.2,総務,project_234,企画費,506508
235,2011,8,政策,8.2,総務,project_235,企画費,873600
236,2011,8,政策,8.2,総務,project_236,企画費,25500
237,2011,8,政策,8.2,総務,project_237,企画費,24900
238,2011,8,政策,8.2,総務,project_238,企画費,158100
239,2011,8,政策,8.2,総務,project_239,企画費,0
240,2011,8,政策,8.2,総務,project_240,企画費,0
241,2011,8,政策,8.2,総務,project_241,企画費,633940
242,2011,8,政策,8.2,総務,project_242,企画費,87100
243,2011,8,政策,8.2,総務,project_243,企画費,13400
244,2011,8,政策,8.2,総務,project_244,企画費,15960
245,2011,8,政策,8.2,総務,project_245,企画費,97650
246,2011,8,政策,8.2,総務,project_246,企画費,27830
247,2011,8,政策,8.2,総務,project_247,企画費,7980
248,2011,8,政策,8.2,総務,project_248,企画費,80595
249,2011,8,政策,8.2,総務,project_249,企画費,78960
250,2011,8,政策,8.2,総務,project_250,企画費,729753
251,2011,8,政策,8.2,総務,project_251,企画費,191240
252,2011,8,政策,8.2,総務,project_252,企画費,151489
253,2011,8,政策,8.2,総務,project_253,企画費,1171500
254,2011,8,政策,8.2,総務,project_254,企画費,235196
255,2011,8,政策,8.2,総務,project_255,企画費,41260
256,2011,8,政策,8.2,総務,project_256,企画費,121435
257,2011,8,政策,8.2,総務,project_257,企画費,158118
258,2011,8,政策,8.2,総務,project_258,企画費,59436
259,2011,8,政策,8.2,総務,project_259,企画費,97895
260,2011,8,政策,8.2,総務,project_260,企画費,0
261,2011,8,政策,8.2,総務,project_261,企画費,0
262,2011,8,政策,8.2,総務,project_262,企画費,2533640
263,2011,8,政策,8.2,総務,project_263,企画費,368075
264,2011,8,政策,8.2,総務,project_264,企画費,0
265,2011,8,政策,8.2,総務,project_265,企画費,276288
266,2011,8,政策,8.2,総務,project_266,企画費,225750
267,2011,8,政策,8.2,総務,project_267,企画費,8012
268,2011,8,政策,8.2,総務,project_268,企画費,33600
269,2011,8,政策,8.2,総務,project_269,企画費,456750
270,2011,8,政策,8.2,総務,project_270,企画費,0
271,2011,8,政策,8.2,総務,project_271,企画費,13190
272,2011,8,政策,8.2,総務,project_272,企画費,33400
273,2011,8,政策,8.2,総務,project_273,企画費,330
274,2011,8,政策,8.2,総務,project_274,企画費,30910
275,2011,8,政策,8.2,総務,project_275,企画費,8323
276,2011,8,政策,8.2,総務,project_276,企画費,7194
277,2011,8,政策,8.2,総務,project_277,企画費,431349
278,2011,8,政策,8.2,総務,project_278,企画費,1050
279,2011,8,政策,8.2,総務,project_279,企画費,0
280,2011,8,政策,8.2,総務,project_280,企画費,333385
281,2011,8,政策,8.2,総務,project_281,企画費,641380
282,2011,8,政策,8.2,総務,project_282,企画費,18300
283,2011,8,政策,8.2,総務,project_283,企画費,0
284,2011,8,政策,8.2,総務,project_284,企画費,46750
285,2011,8,政策,8.2,総務,project_285,企画費,215745
286,2011,8,政策,8.2,総務,project_286,企画費,0
287,2011,8,政策,8.2,総務,project_287,企画費,420
288,2011,8,政策,8.2,総務,project_288,企画費,4500000
289,2011,8,政策,8.2,総務,project_289,企画費,462000
290,2011,8,政策,8.2,総務,project_290,企画費,0
291,2011,8,政策,8.2,総務,project_291,企画費,423000
292,2011,8,政策,8.2,総務,project_292,企画費,600000
293,2011,8,政策,8.2,総務,project_293,企画費,0
294,2011,8,政策,8.2,総務,project_294,企画費,99600
295,2011,8,政策,8.2,総務,project_295,企画費,828450
296,2011,8,政策,8.2,総務,project_296,企画費,36000
297,2011,8,政策,8.2,総務,project_297,企画費,7920
298,2011,8,政策,8.2,総務,project_298,企画費,436793
299,2011,8,政策,8.2,総務,project_299,企画費,32145739
300,2011,8,政策,8.2,総務,project_300,企画費,34390
301,2011,8,政策,8.2,総務,project_301,企画費,0
302,2011,8,政策,8.2,総務,project_302,企画費,7800
303,2011,8,政策,8.2,総務,project_303,企画費,248000
304,2011,8,政策,8.2,総務,project_304,企画費,14200
305,2011,8,政策,8.2,総務,project_305,企画費,50000
306,2011,8,政策,8.2,総務,project_306,企画費,30840
307,2011,8,政策,8.2,総務,project_307,企画費,2100
308,2011,8,政策,8.2,総務,project_308,企画費,38000
309,2011,8,政策,8.2,総務,project_309,企画費,240000
310,2011,8,政策,8.2,総務,project_310,企画費,415800
311,2011,8,政策,8.2,総務,project_311,企画費,33840
312,2011,8,政策,8.2,総務,project_312,企画費,149000
313,2011,8,政策,8.2,総務,project_313,企画費,0
314,2011,8,政策,8.2,総務,project_314,企画費,93030
315,2011,8,政策,8.2,総務,project_315,企画費,8913450
316,2011,8,政策,8.2,総務,project_316,企画費,55125
317,2011,8,政策,8.2,総務,project_317,企画費,87696
318,2011,8,政策,8.2,総務,project_318,企画費,0
319,2011,8,政策,8.2,総務,project_319,企画費,0
320,2011,8,政策,8.2,総務,project_320,企画費,3944000
321,2011,8,政策,8.2,総務,project_321,企画費,0
322,2011,8,政策,8.2,総務,project_322,企画費,12900
323,2011,8,政策,8.2,総務,project_323,企画費,83790
324,2011,8,政策,8.2,総務,project_324,企画費,2981089
325,2011,8,政策,8.2,総務,project_325,企画費,2017047
326,2011,8,政策,8.2,総務,project_326,企画費,2450000
327,2011,8,政策,8.2,総務,project_327,企画費,2900000
328,2011,8,政策,8.2,総務,project_328,企画費,2236000
329,2011,8,政策,8.2,総務,project_329,企画費,38394702
330,2011,8,政策,8.2,総務,project_330,企画費,3000000
331,2011,8,政策,8.2,総務,project_331,企画費,850000
332,2011,8,政策,8.2,総務,project_332,企画費,3958000
333,2011,8,政策,8.2,総務,project_333,企画費,1800000
334,2011,8,政策,8.2,総務,project_334,企画費,2000000
335,2011,8,政策,8.2,総務,project_335,企画費,6500000
336,2011,8,政策,8.2,総務,project_336,企画費,3101830
337,2011,8,政策,8.2,総務,project_337,企画費,1358000
338,2011,8,政策,8.2,総務,project_338,企画費,700000
339,2011,8,政策,8.2,総務,project_339,企画費,1300000
340,2011,8,政策,8.2,総務,project_340,企画費,1200000
341,2011,8,政策,8.2,総務,project_341,企画費,1100000
342,2011,8,政策,8.2,総務,project_342,企画費,2500000
343,2011,8,政策,8.2,総務,project_343,企画費,2800000
344,2011,8,政策,8.2,総務,project_344,企画費,2185000
345,2011,8,政策,8.2,総務,project_345,企画費,3000000
346,2011,8,政策,8.2,総務,project_346,企画費,0
347,2011,8,政策,8.2,総務,project_347,企画費,0
348,2011,8,政策,8.2,総務,project_348,企画費,7600
349,2011,8,政策,8.2,総務,project_349,企画費,161500
350,2011,8,政策,8.2,総務,project_350,基金管理費,3311905
351,2011,8,政策,8.2,総務,project_351,基金管理費,0
352,2011,8,政策,8.2,総務,project_352,基金管理費,31583
353,2011,8,政策,8.2,総務,project_353,基金管理費,30531
354,2011,8,政策,8.2,総務,project_354,基金管理費,109354
355,2011,8,政策,8.2,総務,project_355,基金管理費,3402
356,2011,8,政策,8.2,総務,project_356,基金管理費,130660
357,2011,8,政策,8.2,総務,project_357,基金管理費,500185
358,2011,8,政策,8.2,総務,project_358,基金管理費,2944
359,2011,8,政策,8.2,総務,project_359,基金管理費,3691873
360,2011,8,政策,8.2,総務,project_360,基金管理費,4995336
361,2011,8,政策,8.2,総務,project_361,基金管理費,357619
362,2011,8,政策,8.2,総務,project_362,基金管理費,1182226484
363,2011,8,政策,8.2,総務,project_363,基金管理費,410837525
364,2011,8,政策,8.2,総務,project_364,電算管理費,787000
365,2011,8,政策,8.2,総務,project_365,電算管理費,29400
366,2011,8,政策,8.2,総務,project_366,電算管理費,2931116
367,2011,8,政策,8.2,総務,project_367,電算管理費,0
368,2011,8,政策,8.2,総務,project_368,電算管理費,0
369,2011,8,政策,8.2,総務,project_369,電算管理費,38115
370,2011,8,政策,8.2,総務,project_370,電算管理費,0
371,2011,8,政策,8.2,総務,project_371,電算管理費,15225000
372,2011,8,政策,8.2,総務,project_372,電算管理費,477540
373,2011,8,政策,8.2,総務,project_373,電算管理費,162580551
374,2011,8,政策,8.2,総務,project_374,電算管理費,0
375,2011,8,政策,8.2,総務,project_375,電算管理費,0
376,2011,8,政策,8.2,総務,project_376,電算管理費,8117340
377,2011,8,政策,8.2,総務,project_377,電算管理費,8906590
378,2011,8,政策,8.2,総務,project_378,電算管理費,809615
379,2011,8,政策,8.2,総務,project_379,会計管理費,0
380,2011,8,政策,8.2,総務,project_380,会計管理費,0
381,2011,8,政策,8.2,総務,project_381,会計管理費,1400403
382,2011,8,政策,8.2,総務,project_382,会計管理費,656250
383,2011,8,政策,8.2,総務,project_383,会計管理費,27300
384,2011,8,政策,8.2,総務,project_384,車両管理費,102600
385,2011,8,政策,8.2,総務,project_385,車両管理費,19000
386,2011,8,政策,8.2,総務,project_386,車両管理費,699915
387,2011,8,政策,8.2,総務,project_387,車両管理費,743561
388,2011,8,政策,8.2,総務,project_388,車両管理費,7766673
389,2011,8,政策,8.2,総務,project_389,車両管理費,1563750
390,2011,8,政策,8.2,総務,project_390,車両管理費,2191863
391,2011,8,政策,8.2,総務,project_391,車両管理費,740568
392,2011,8,政策,8.2,総務,project_392,車両管理費,1010221
393,2011,8,政策,8.2,総務,project_393,車両管理費,1693357
394,2011,8,政策,8.2,総務,project_394,車両管理費,1490620
395,2011,8,政策,8.2,総務,project_395,車両管理費,225780
396,2011,8,政策,8.2,総務,project_396,車両管理費,221370
397,2011,8,政策,8.2,総務,project_397,車両管理費,261610
398,2011,8,政策,8.2,総務,project_398,車両管理費,270610
399,2011,8,政策,8.2,総務,project_399,車両管理費,381910
400,2011,8,政策,8.2,総務,project_400,車両管理費,221130
401,2011,8,政策,8.2,総務,project_401,車両管理費,705925
402,2011,8,政策,8.2,総務,project_402,車両管理費,348660
403,2011,8,政策,8.2,総務,project_403,車両管理費,376570
404,2011,8,政策,8.2,総務,project_404,車両管理費,50000
405,2011,8,政策,8.2,総務,project_405,車両管理費,288270
406,2011,8,政策,8.2,総務,project_406,車両管理費,78900
407,2011,8,政策,8.2,総務,project_407,車両管理費,85200
408,2011,8,政策,8.2,総務,project_408,車両管理費,28200
409,2011,8,政策,8.2,総務,project_409,車両管理費,73200
410,2011,8,政策,8.2,総務,project_410,車両管理費,106115
411,2011,8,政策,8.2,総務,project_411,車両管理費,102000
412,2011,8,政策,8.2,総務,project_412,車両管理費,53200
413,2011,8,政策,8.2,総務,project_413,車両管理費,211087
414,2011,8,政策,8.2,総務,project_414,車両管理費,395108
415,2011,8,政策,8.2,総務,project_415,車両管理費,185159
416,2011,8,政策,8.2,総務,project_416,車両管理費,101997
417,2011,8,政策,8.2,総務,project_417,車両管理費,81249
418,2011,8,政策,8.2,総務,project_418,車両管理費,235064
419,2011,8,政策,8.2,総務,project_419,車両管理費,97944
420,2011,8,政策,8.2,総務,project_420,車両管理費,123123
421,2011,8,政策,8.2,総務,project_421,車両管理費,4092311
422,2011,8,政策,8.2,総務,project_422,車両管理費,511980
423,2011,8,政策,8.2,総務,project_423,車両管理費,4487000
424,2011,8,政策,8.2,総務,project_424,車両管理費,0
425,2011,8,政策,8.2,総務,project_425,車両管理費,103000
426,2011,8,政策,8.2,総務,project_426,車両管理費,0
427,2011,8,政策,8.2,総務,project_427,車両管理費,106500
428,2011,8,政策,8.2,総務,project_428,車両管理費,236200
429,2011,8,政策,8.2,総務,project_429,車両管理費,125200
430,2011,8,政策,8.2,総務,project_430,車両管理費,143400
431,2011,8,政策,8.2,総務,project_431,車両管理費,61500
432,2011,8,政策,8.2,総務,project_432,車両管理費,85200
433,2011,8,政策,8.2,総務,project_433,車両管理費,87800
434,2011,8,政策,8.2,総務,project_434,車両管理費,180400
435,2011,8,政策,8.2,総務,project_435,公平委員会,55000
436,2011,8,政策,8.2,総務,project_436,公平委員会,40000
437,2011,8,政策,8.2,総務,project_437,公平委員会,129660
438,2011,8,政策,8.2,総務,project_438,公平委員会,3780
439,2011,8,政策,8.2,総務,project_439,恩給及び退職年金,1362334
440,2011,8,政策,8.2,総務,project_440,交通安全対策費,5200000
441,2011,8,政策,8.2,総務,project_441,交通安全対策費,5682083
442,2011,8,政策,8.2,総務,project_442,交通安全対策費,1012425
443,2011,8,政策,8.2,総務,project_443,交通安全対策費,259612
444,2011,8,政策,8.2,総務,project_444,ケーブルテレビ事業費,35000
445,2011,8,政策,8.2,総務,project_445,ケーブルテレビ事業費,0
446,2011,8,政策,8.2,総務,project_446,ケーブルテレビ事業費,0
447,2011,8,政策,8.2,総務,project_447,ケーブルテレビ事業費,82000
448,2011,8,政策,8.2,総務,project_448,ケーブルテレビ事業費,369038
449,2011,8,政策,8.2,総務,project_449,ケーブルテレビ事業費,1103038
450,2011,8,政策,8.2,総務,project_450,ケーブルテレビ事業費,2347728
451,2011,8,政策,8.2,総務,project_451,ケーブルテレビ事業費,1949111
452,2011,8,政策,8.2,総務,project_452,ケーブルテレビ事業費,488648
453,2011,8,政策,8.2,総務,project_453,ケーブルテレビ事業費,613003
454,2011,8,政策,8.2,総務,project_454,ケーブルテレビ事業費,1078573
455,2011,8,政策,8.2,総務,project_455,ケーブルテレビ事業費,2213640
456,2011,8,政策,8.2,総務,project_456,ケーブルテレビ事業費,4477771
457,2011,8,政策,8.2,総務,project_457,ケーブルテレビ事業費,10044082
458,2011,8,政策,8.2,総務,project_458,ケーブルテレビ事業費,35160
459,2011,8,政策,8.2,総務,project_459,ケーブルテレビ事業費,0
460,2011,8,政策,8.2,総務,project_460,ケーブルテレビ事業費,1690678
461,2011,8,政策,8.2,総務,project_461,ケーブルテレビ事業費,2100
462,2011,8,政策,8.2,総務,project_462,ケーブルテレビ事業費,5000
463,2011,8,政策,8.2,総務,project_463,ケーブルテレビ事業費,0
464,2011,8,政策,8.2,総務,project_464,ケーブルテレビ事業費,350238
465,2011,8,政策,8.2,総務,project_465,ケーブルテレビ事業費,0
